cell_index,name,domain,move,attack,defense,hp,firepower,cost,prereq,icon,sprite,sound_select1,sound_move,sound_attack,source
254,Elite Hypaspists,0,2,5a,4d,13h,1f,4,aom:ADVANCE_BARRACKS,ICON_UNIT_ELITE_HYPASPISTS,SPRITE_HYPASPISTS,SOUND_SELECT1_ELITE_HYPASPISTS,SOUND_MOVE_ELITE_HYPASPISTS,SOUND_ATTACK_ELITE_HYPASPISTS,aom
255,Elite Pezheteroi,0,1,4a,5d,14h,2f,3,aom:ADVANCE_REPUBLIC,ICON_UNIT_ELITE_PEZHETEROI,SPRITE_PEZHETEROI,SOUND_SELECT1_ELITE_PEZHETEROI,SOUND_MOVE_ELITE_PEZHETEROI,SOUND_ATTACK_ELITE_PEZHETEROI,aom
256,Elite Feudal Infantry,0,1,7a,5d,14h,2f,7,aom:ADVANCE_DARK_AGES,ICON_UNIT_ELITE_FEUDAL_INFANTRY,SPRITE_ELITE_FEUDAL_INFANTRY,SOUND_SELECT1_ELITE_FEUDAL_INFANTRY,SOUND_MOVE_ELITE_FEUDAL_INFANTRY,SOUND_ATTACK_ELITE_FEUDAL_INFANTRY,aom
257,Elite Longbow,0,1,3a,3d,12h,2f,10,aom:ADVANCE_YEOMANRY,ICON_UNIT_ELITE_LONGBOW,SPRITE_ELITE_LONGBOW,SOUND_SELECT1_ELITE_LONGBOW,SOUND_MOVE_ELITE_LONGBOW,SOUND_ATTACK_ELITE_LONGBOW,aom
258,Elite Feudal Cavalry,0,3,9a,5d,15h,2f,11,aom:ADVANCE_CHIVALRY,ICON_UNIT_ELITE_FEUDAL_CAVALRY,SPRITE_ELITE_FEUDAL_CAVALRY,SOUND_SELECT1_ELITE_FEUDAL_CAVALRY,SOUND_MOVE_ELITE_FEUDAL_CAVALRY,SOUND_ATTACK_ELITE_FEUDAL_CAVALRY,aom
259,Elite Medieval Infantry,0,1,8a,6d,16h,2f,9,aom:ADVANCE_IRON_CASTING,ICON_UNIT_ELITE_MEDIEVAL_INFANTRY,SPRITE_ELITE_MEDIEVAL_INFANTRY,SOUND_SELECT1_ELITE_MEDIEVAL_INFANTRY,SOUND_MOVE_ELITE_MEDIEVAL_INFANTRY,SOUND_ATTACK_ELITE_MEDIEVAL_INFANTRY,aom
260,Elite Knight Templar,0,1,9a,6d,19h,2f,10,Las,ICON_UNIT_ELITE_KNIGHT_TEMPLAR,SPRITE_ELITE_KNIGHT_TEMPLAR,SOUND_SELECT1_ELITE_KNIGHT_TEMPLAR,SOUND_MOVE_ELITE_KNIGHT_TEMPLAR,SOUND_ATTACK_ELITE_KNIGHT_TEMPLAR,aom
261,Elite Eagle Archer,0,2,4a,4d,14h,2f,7,PT,ICON_UNIT_ELITE_EAGLE_ARCHER,SPRITE_ELITE_EAGLE_ARCHER,SOUND_SELECT1_ELITE_EAGLE_ARCHER,SOUND_MOVE_ELITE_EAGLE_ARCHER,SOUND_ATTACK_ELITE_EAGLE_ARCHER,aom
262,Elite Eagle Warrior,0,2,7a,5d,16h,2f,7,PT,ICON_UNIT_ELITE_EAGLE_WARRIOR,SPRITE_ELITE_EAGLE_WARRIOR,SOUND_SELECT1_ELITE_EAGLE_WARRIOR,SOUND_MOVE_ELITE_EAGLE_WARRIOR,SOUND_ATTACK_ELITE_EAGLE_WARRIOR,aom
263,Elite Mameluke,0,2,9a,5d,14h,2f,10,aom:ADVANCE_CALIPHATE,ICON_UNIT_ELITE_MAMELUKE,SPRITE_ELITE_MAMELUKE,SOUND_SELECT1_ELITE_MAMELUKE,SOUND_MOVE_ELITE_MAMELUKE,SOUND_ATTACK_ELITE_MAMELUKE,aom
264,Elite Saphia,0,4,9a,5d,14h,2f,11,aom:ADVANCE_SULTANATE,ICON_UNIT_ELITE_SAPHIA,SPRITE_ELITE_SAPHIA,SOUND_SELECT1_ELITE_SAPHIA,SOUND_MOVE_ELITE_SAPHIA,SOUND_ATTACK_ELITE_SAPHIA,aom
265,Elite Samurai,0,2,9a,6d,18h,2f,9,aom:ADVANCE_DYNASTIC_EMPIRE,ICON_UNIT_ELITE_SAMURAI,SPRITE_ELITE_SAMURAI,SOUND_SELECT1_ELITE_SAMURAI,SOUND_MOVE_ELITE_SAMURAI,SOUND_ATTACK_ELITE_SAMURAI,aom
266,Elite Onager,0,1,3a,4d,13h,2f,9,aom:ADVANCE_JOINERY,ICON_UNIT_ELITE_ONAGER,SPRITE_ELITE_ONAGER,SOUND_SELECT1_ELITE_ONAGER,SOUND_MOVE_ELITE_ONAGER,SOUND_ATTACK_ELITE_ONAGER,aom
272,Elite Cavalry,0,4,10a,7d,20h,3f,17,aom:ADVANCE_CAVALRY_TACTICS,ICON_UNIT_ELITE_CAVALRY,SPRITE_ELITE_CAVALRY,SOUND_SELECT1_ELITE_CAVALRY,SOUND_MOVE_ELITE_CAVALRY,SOUND_ATTACK_ELITE_CAVALRY,aom
274,Elite Infantryman,0,2,14a,12d,25h,3f,17,aom:ADVANCE_MILITARY_TRADITION,ICON_UNIT_ELITE_INFANTRYMAN,SPRITE_ELITE_INFANTRYMAN,SOUND_SELECT1_ELITE_INFANTRYMAN,SOUND_MOVE_ELITE_INFANTRYMAN,SOUND_ATTACK_ELITE_INFANTRYMAN,aom
278,Elite Mechanised Infantry,0,3,12a,14d,27h,3f,27,aom:ADVANCE_FIBRE_OPTICS,ICON_UNIT_ELITE_MECHANISED_INFANTRY,SPRITE_ELITE_MECHANISED_INFANTRY,SOUND_SELECT1_ELITE_MECHANISED_INFANTRY,SOUND_MOVE_ELITE_MECHANISED_INFANTRY,SOUND_ATTACK_ELITE_MECHANISED_INFANTRY,aom
284,Column Builder,0,2,1a,1d,9h,1f,5,aom:ADVANCE_HEXTAPUL,ICON_UNIT_COLUMN_BUILDER,SPRITE_COLUMN_BUILDER,SOUND_SELECT1_COLUMN_BUILDER,SOUND_MOVE_COLUMN_BUILDER,SOUND_ATTACK_COLUMN_BUILDER,aom
285,Arch Builder,0,2,1a,1d,9h,1f,5,aom:ADVANCE_HEXTAPUL,ICON_UNIT_ARCH_BUILDER,SPRITE_ARCH_BUILDER,SOUND_SELECT1_ARCH_BUILDER,SOUND_MOVE_ARCH_BUILDER,SOUND_ATTACK_ARCH_BUILDER,aom
286,Fortress Builder,0,2,1a,1d,9h,1f,18,aom:ADVANCE_DARK_AGES,ICON_UNIT_FORTRESS_BUILDER,SPRITE_FORTRESS_BUILDER,SOUND_SELECT1_FORTRESS_BUILDER,SOUND_MOVE_FORTRESS_BUILDER,SOUND_ATTACK_FORTRESS_BUILDER,aom
287,Science Builder,0,2,1a,1d,9h,1f,5,aom:ADVANCE_HEXTAPUL,ICON_UNIT_SCIENCE_BUILDER,SPRITE_SCIENCE_BUILDER,SOUND_SELECT1_SCIENCE_BUILDER,SOUND_MOVE_SCIENCE_BUILDER,SOUND_ATTACK_SCIENCE_BUILDER,aom
288,Peace Builder,0,2,1a,1d,9h,1f,5,aom:ADVANCE_HEXTAPUL,ICON_UNIT_PEACE_BUILDER,SPRITE_PEACE_BUILDER,SOUND_SELECT1_PEACE_BUILDER,SOUND_MOVE_PEACE_BUILDER,SOUND_ATTACK_PEACE_BUILDER,aom
290,Assault,2,4,1a,2d,10h,1f,1,aom:ADVANCE_HEXTAPUL,ICON_UNIT_ASSAULT,SPRITE_ASSAULT,SOUND_SELECT1_ASSAULT,SOUND_MOVE_ASSAULT,SOUND_ATTACK_ASSAULT,aom
291,Fishing Fleet,2,2,1a,2d,10h,1f,12,aom:ADVANCE_DYNASTY,ICON_UNIT_FISHING_FLEET,SPRITE_FISHING_FLEET,SOUND_SELECT1_FISHING_FLEET,SOUND_MOVE_FISHING_FLEET,SOUND_ATTACK_FISHING_FLEET,aom
292,Ocean Fishing Fleet,2,3,1a,3d,10h,1f,17,aom:ADVANCE_HULL_MAKING,ICON_UNIT_OCEAN_FISHING_FLEET,SPRITE_OCEAN_FISHING_FLEET,SOUND_SELECT1_OCEAN_FISHING_FLEET,SOUND_MOVE_OCEAN_FISHING_FLEET,SOUND_ATTACK_OCEAN_FISHING_FLEET,aom
297,Fire Trireme,2,2,3a,2d,10h,1f,4,MP,ICON_UNIT_FIRE_TRIREME,SPRITE_FIRE_TRIREME,SOUND_SELECT1_FIRE_TRIREME,SOUND_MOVE_FIRE_TRIREME,SOUND_ATTACK_FIRE_TRIREME,aom
0,H Angmar,0,1,14a,14d,25h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_H_ANGMAR,SPRITE_H_ANGMAR,SOUND_SELECT1_H_ANGMAR,SOUND_MOVE_H_ANGMAR,SOUND_ATTACK_H_ANGMAR,lotr
1,Angmar H1,0,3,5a,5d,15h,1f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_ANGMAR_H1,SPRITE_ANGMAR_H1,SOUND_SELECT1_ANGMAR_H1,SOUND_MOVE_ANGMAR_H1,SOUND_ATTACK_ANGMAR_H1,lotr
2,Angmar H2,0,3,6a,6d,15h,1f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_ANGMAR_H2,SPRITE_ANGMAR_H2,SOUND_SELECT1_ANGMAR_H2,SOUND_MOVE_ANGMAR_H2,SOUND_ATTACK_ANGMAR_H2,lotr
3,Angmar H3,0,3,8a,7d,15h,1f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_ANGMAR_H3,SPRITE_ANGMAR_H3,SOUND_SELECT1_ANGMAR_H3,SOUND_MOVE_ANGMAR_H3,SOUND_ATTACK_ANGMAR_H3,lotr
4,Angmar H4,0,3,9a,9d,18h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_ANGMAR_H4,SPRITE_ANGMAR_H4,SOUND_SELECT1_ANGMAR_H4,SOUND_MOVE_ANGMAR_H4,SOUND_ATTACK_ANGMAR_H4,lotr
5,H Arnor,0,1,14a,14d,25h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_H_ARNOR,SPRITE_H_ARNOR,SOUND_SELECT1_H_ARNOR,SOUND_MOVE_H_ARNOR,SOUND_ATTACK_H_ARNOR,lotr
6,Arnor H1,0,2,5a,5d,20h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_ARNOR_H1,SPRITE_ARNOR_H1,SOUND_SELECT1_ARNOR_H1,SOUND_MOVE_ARNOR_H1,SOUND_ATTACK_ARNOR_H1,lotr
7,Arnor H2,0,2,6a,6d,20h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_ARNOR_H2,SPRITE_ARNOR_H2,SOUND_SELECT1_ARNOR_H2,SOUND_MOVE_ARNOR_H2,SOUND_ATTACK_ARNOR_H2,lotr
8,Arnor H3,0,2,7a,7d,20h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_ARNOR_H3,SPRITE_ARNOR_H3,SOUND_SELECT1_ARNOR_H3,SOUND_MOVE_ARNOR_H3,SOUND_ATTACK_ARNOR_H3,lotr
9,Arnor H4,0,3,11a,11d,20h,2f,18,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_ARNOR_H4,SPRITE_ARNOR_H4,SOUND_SELECT1_ARNOR_H4,SOUND_MOVE_ARNOR_H4,SOUND_ATTACK_ARNOR_H4,lotr
10,H Dwarves,0,1,12a,12d,25h,2f,10,Rad,ICON_UNIT_H_DWARVES,SPRITE_H_DWARVES,SOUND_SELECT1_H_DWARVES,SOUND_MOVE_H_DWARVES,SOUND_ATTACK_H_DWARVES,lotr
11,Dwarves H1,0,1,4a,4d,20h,2f,10,Rad,ICON_UNIT_DWARVES_H1,SPRITE_DWARVES_H1,SOUND_SELECT1_DWARVES_H1,SOUND_MOVE_DWARVES_H1,SOUND_ATTACK_DWARVES_H1,lotr
12,Dwarves H2,0,1,7a,7d,20h,2f,10,Rad,ICON_UNIT_DWARVES_H2,SPRITE_DWARVES_H2,SOUND_SELECT1_DWARVES_H2,SOUND_MOVE_DWARVES_H2,SOUND_ATTACK_DWARVES_H2,lotr
13,Dwarves H3,0,1,8a,8d,20h,2f,10,Rad,ICON_UNIT_DWARVES_H3,SPRITE_DWARVES_H3,SOUND_SELECT1_DWARVES_H3,SOUND_MOVE_DWARVES_H3,SOUND_ATTACK_DWARVES_H3,lotr
14,Dwarves H4,0,3,10a,10d,20h,2f,15,Rad,ICON_UNIT_DWARVES_H4,SPRITE_DWARVES_H4,SOUND_SELECT1_DWARVES_H4,SOUND_MOVE_DWARVES_H4,SOUND_ATTACK_DWARVES_H4,lotr
15,H Easterling,0,1,10a,10d,25h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_H_EASTERLING,SPRITE_H_EASTERLING,SOUND_SELECT1_H_EASTERLING,SOUND_MOVE_H_EASTERLING,SOUND_ATTACK_H_EASTERLING,lotr
16,Easterling H1,0,3,5a,6d,15h,1f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_EASTERLING_H1,SPRITE_EASTERLING_H1,SOUND_SELECT1_EASTERLING_H1,SOUND_MOVE_EASTERLING_H1,SOUND_ATTACK_EASTERLING_H1,lotr
17,Easterling H2,0,3,7a,8d,15h,1f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_EASTERLING_H2,SPRITE_EASTERLING_H2,SOUND_SELECT1_EASTERLING_H2,SOUND_MOVE_EASTERLING_H2,SOUND_ATTACK_EASTERLING_H2,lotr
18,Easterling H3,0,3,9a,9d,15h,2f,12,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_EASTERLING_H3,SPRITE_EASTERLING_H3,SOUND_SELECT1_EASTERLING_H3,SOUND_MOVE_EASTERLING_H3,SOUND_ATTACK_EASTERLING_H3,lotr
19,H Gondor,0,1,15a,15d,25h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_H_GONDOR,SPRITE_H_GONDOR,SOUND_SELECT1_H_GONDOR,SOUND_MOVE_H_GONDOR,SOUND_ATTACK_H_GONDOR,lotr
20,Gondor H1,0,2,5a,5d,20h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_GONDOR_H1,SPRITE_GONDOR_H1,SOUND_SELECT1_GONDOR_H1,SOUND_MOVE_GONDOR_H1,SOUND_ATTACK_GONDOR_H1,lotr
21,Gondor H2,0,2,6a,6d,20h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_GONDOR_H2,SPRITE_GONDOR_H2,SOUND_SELECT1_GONDOR_H2,SOUND_MOVE_GONDOR_H2,SOUND_ATTACK_GONDOR_H2,lotr
22,Gondor H3,0,2,7a,7d,20h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_GONDOR_H3,SPRITE_GONDOR_H3,SOUND_SELECT1_GONDOR_H3,SOUND_MOVE_GONDOR_H3,SOUND_ATTACK_GONDOR_H3,lotr
23,Gondor H4,0,2,8a,8d,20h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_GONDOR_H4,SPRITE_GONDOR_H4,SOUND_SELECT1_GONDOR_H4,SOUND_MOVE_GONDOR_H4,SOUND_ATTACK_GONDOR_H4,lotr
24,Gondor H5,0,2,9a,9d,20h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_GONDOR_H5,SPRITE_GONDOR_H5,SOUND_SELECT1_GONDOR_H5,SOUND_MOVE_GONDOR_H5,SOUND_ATTACK_GONDOR_H5,lotr
25,Gondor H6,0,2,10a,10d,20h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_GONDOR_H6,SPRITE_GONDOR_H6,SOUND_SELECT1_GONDOR_H6,SOUND_MOVE_GONDOR_H6,SOUND_ATTACK_GONDOR_H6,lotr
26,H Haradrim,0,1,10a,10d,25h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_H_HARADRIM,SPRITE_H_HARADRIM,SOUND_SELECT1_H_HARADRIM,SOUND_MOVE_H_HARADRIM,SOUND_ATTACK_H_HARADRIM,lotr
27,Haradrim H1,0,3,6a,5d,15h,1f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_HARADRIM_H1,SPRITE_HARADRIM_H1,SOUND_SELECT1_HARADRIM_H1,SOUND_MOVE_HARADRIM_H1,SOUND_ATTACK_HARADRIM_H1,lotr
28,Haradrim H2,0,3,8a,7d,12h,1f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_HARADRIM_H2,SPRITE_HARADRIM_H2,SOUND_SELECT1_HARADRIM_H2,SOUND_MOVE_HARADRIM_H2,SOUND_ATTACK_HARADRIM_H2,lotr
29,Haradrim H3,0,3,9a,9d,15h,2f,15,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_HARADRIM_H3,SPRITE_HARADRIM_H3,SOUND_SELECT1_HARADRIM_H3,SOUND_MOVE_HARADRIM_H3,SOUND_ATTACK_HARADRIM_H3,lotr
30,H Hobbits,0,1,8a,8d,25h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_H_HOBBITS,SPRITE_H_HOBBITS,SOUND_SELECT1_H_HOBBITS,SOUND_MOVE_H_HOBBITS,SOUND_ATTACK_H_HOBBITS,lotr
31,Hobbits H1,0,1,5a,5d,15h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_HOBBITS_H1,SPRITE_HOBBITS_H1,SOUND_SELECT1_HOBBITS_H1,SOUND_MOVE_HOBBITS_H1,SOUND_ATTACK_HOBBITS_H1,lotr
32,Hobbits H2,0,1,6a,6d,15h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_HOBBITS_H2,SPRITE_HOBBITS_H2,SOUND_SELECT1_HOBBITS_H2,SOUND_MOVE_HOBBITS_H2,SOUND_ATTACK_HOBBITS_H2,lotr
33,Hobbits H3,0,1,7a,7d,15h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_HOBBITS_H3,SPRITE_HOBBITS_H3,SOUND_SELECT1_HOBBITS_H3,SOUND_MOVE_HOBBITS_H3,SOUND_ATTACK_HOBBITS_H3,lotr
34,H Isengard,0,1,17a,17d,25h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_H_ISENGARD,SPRITE_H_ISENGARD,SOUND_SELECT1_H_ISENGARD,SOUND_MOVE_H_ISENGARD,SOUND_ATTACK_H_ISENGARD,lotr
35,H Mordor,0,1,20a,20d,25h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_H_MORDOR,SPRITE_H_MORDOR,SOUND_SELECT1_H_MORDOR,SOUND_MOVE_H_MORDOR,SOUND_ATTACK_H_MORDOR,lotr
36,Mordor H1,0,3,6a,6d,12h,1f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_MORDOR_H1,SPRITE_MORDOR_H1,SOUND_SELECT1_MORDOR_H1,SOUND_MOVE_MORDOR_H1,SOUND_ATTACK_MORDOR_H1,lotr
37,Mordor H2,0,3,7a,7d,12h,1f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_MORDOR_H2,SPRITE_MORDOR_H2,SOUND_SELECT1_MORDOR_H2,SOUND_MOVE_MORDOR_H2,SOUND_ATTACK_MORDOR_H2,lotr
38,Mordor H3,2,6,8a,8d,12h,1f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_MORDOR_H3,SPRITE_MORDOR_H3,SOUND_SELECT1_MORDOR_H3,SOUND_MOVE_MORDOR_H3,SOUND_ATTACK_MORDOR_H3,lotr
39,Mordor H4,2,6,10a,10d,15h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_MORDOR_H4,SPRITE_MORDOR_H4,SOUND_SELECT1_MORDOR_H4,SOUND_MOVE_MORDOR_H4,SOUND_ATTACK_MORDOR_H4,lotr
40,Mordor H5,0,1,11a,4d,15h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_MORDOR_H5,SPRITE_MORDOR_H5,SOUND_SELECT1_MORDOR_H5,SOUND_MOVE_MORDOR_H5,SOUND_ATTACK_MORDOR_H5,lotr
41,Mordor H6,0,1,10a,10d,15h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_MORDOR_H6,SPRITE_MORDOR_H6,SOUND_SELECT1_MORDOR_H6,SOUND_MOVE_MORDOR_H6,SOUND_ATTACK_MORDOR_H6,lotr
42,Mordor H7,0,2,2a,2d,5h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_MORDOR_H7,SPRITE_MORDOR_H7,SOUND_SELECT1_MORDOR_H7,SOUND_MOVE_MORDOR_H7,SOUND_ATTACK_MORDOR_H7,lotr
43,H Northmen,0,1,9a,9d,25h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_H_NORTHMEN,SPRITE_H_NORTHMEN,SOUND_SELECT1_H_NORTHMEN,SOUND_MOVE_H_NORTHMEN,SOUND_ATTACK_H_NORTHMEN,lotr
44,H Rohan,0,1,12a,12d,25h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_H_ROHAN,SPRITE_H_ROHAN,SOUND_SELECT1_H_ROHAN,SOUND_MOVE_H_ROHAN,SOUND_ATTACK_H_ROHAN,lotr
45,Rohan H1,0,3,5a,5d,15h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_ROHAN_H1,SPRITE_ROHAN_H1,SOUND_SELECT1_ROHAN_H1,SOUND_MOVE_ROHAN_H1,SOUND_ATTACK_ROHAN_H1,lotr
46,Rohan H2,0,3,7a,7d,20h,1f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_ROHAN_H2,SPRITE_ROHAN_H2,SOUND_SELECT1_ROHAN_H2,SOUND_MOVE_ROHAN_H2,SOUND_ATTACK_ROHAN_H2,lotr
47,Rohan H3,0,4,8a,8d,15h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_ROHAN_H3,SPRITE_ROHAN_H3,SOUND_SELECT1_ROHAN_H3,SOUND_MOVE_ROHAN_H3,SOUND_ATTACK_ROHAN_H3,lotr
48,Rohan H4,0,4,9a,9d,15h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_ROHAN_H4,SPRITE_ROHAN_H4,SOUND_SELECT1_ROHAN_H4,SOUND_MOVE_ROHAN_H4,SOUND_ATTACK_ROHAN_H4,lotr
49,Rohan H5,0,4,10a,10d,15h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_ROHAN_H5,SPRITE_ROHAN_H5,SOUND_SELECT1_ROHAN_H5,SOUND_MOVE_ROHAN_H5,SOUND_ATTACK_ROHAN_H5,lotr
50,H Sindar,0,1,17a,17d,25h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_H_SINDAR,SPRITE_H_SINDAR,SOUND_SELECT1_H_SINDAR,SOUND_MOVE_H_SINDAR,SOUND_ATTACK_H_SINDAR,lotr
51,Sindar H1,0,1,6a,10d,10h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_SINDAR_H1,SPRITE_SINDAR_H1,SOUND_SELECT1_SINDAR_H1,SOUND_MOVE_SINDAR_H1,SOUND_ATTACK_SINDAR_H1,lotr
52,Sindar H2,0,1,6a,12d,10h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_SINDAR_H2,SPRITE_SINDAR_H2,SOUND_SELECT1_SINDAR_H2,SOUND_MOVE_SINDAR_H2,SOUND_ATTACK_SINDAR_H2,lotr
53,Sindar H2A,0,3,6a,6d,15h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_SINDAR_H2A,SPRITE_SINDAR_H2A,SOUND_SELECT1_SINDAR_H2A,SOUND_MOVE_SINDAR_H2A,SOUND_ATTACK_SINDAR_H2A,lotr
54,Sindar H3,0,1,6a,10d,10h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_SINDAR_H3,SPRITE_SINDAR_H3,SOUND_SELECT1_SINDAR_H3,SOUND_MOVE_SINDAR_H3,SOUND_ATTACK_SINDAR_H3,lotr
55,Sindar H4,0,3,6a,6d,20h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_SINDAR_H4,SPRITE_SINDAR_H4,SOUND_SELECT1_SINDAR_H4,SOUND_MOVE_SINDAR_H4,SOUND_ATTACK_SINDAR_H4,lotr
56,Palantir I,0,1,3a,3d,5h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_PALANTIR_I,SPRITE_PALANTIR_I,SOUND_SELECT1_PALANTIR_I,SOUND_MOVE_PALANTIR_I,SOUND_ATTACK_PALANTIR_I,lotr
57,Palantir Ii,0,1,3a,3d,5h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_PALANTIR_II,SPRITE_PALANTIR_II,SOUND_SELECT1_PALANTIR_II,SOUND_MOVE_PALANTIR_II,SOUND_ATTACK_PALANTIR_II,lotr
58,Palantir Iii,0,1,3a,3d,5h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_PALANTIR_III,SPRITE_PALANTIR_III,SOUND_SELECT1_PALANTIR_III,SOUND_MOVE_PALANTIR_III,SOUND_ATTACK_PALANTIR_III,lotr
59,Palantir Iv,0,1,3a,3d,5h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_PALANTIR_IV,SPRITE_PALANTIR_IV,SOUND_SELECT1_PALANTIR_IV,SOUND_MOVE_PALANTIR_IV,SOUND_ATTACK_PALANTIR_IV,lotr
60,Gandalf I,0,2,7a,7d,12h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_GANDALF_I,SPRITE_GANDALF_I,SOUND_SELECT1_GANDALF_I,SOUND_MOVE_GANDALF_I,SOUND_ATTACK_GANDALF_I,lotr
61,Gandalf Ii,0,2,10a,10d,15h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_GANDALF_II,SPRITE_GANDALF_II,SOUND_SELECT1_GANDALF_II,SOUND_MOVE_GANDALF_II,SOUND_ATTACK_GANDALF_II,lotr
62,Balrog,0,1,14a,14d,15h,2f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_BALROG,SPRITE_BALROG,SOUND_SELECT1_BALROG,SOUND_MOVE_BALROG,SOUND_ATTACK_BALROG,lotr
63,Smaug,2,5,8a,8d,12h,1f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_SMAUG,SPRITE_SMAUG,SOUND_SELECT1_SMAUG,SOUND_MOVE_SMAUG,SOUND_ATTACK_SMAUG,lotr
64,Storm,2,12,4a,4d,10h,3f,10,NP,ICON_UNIT_STORM,SPRITE_STORM,SOUND_SELECT1_STORM,SOUND_MOVE_STORM,SOUND_ATTACK_STORM,lotr
65,Fumes,2,12,2a,2d,10h,3f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_FUMES,SPRITE_FUMES,SOUND_SELECT1_FUMES,SOUND_MOVE_FUMES,SOUND_ATTACK_FUMES,lotr
66,Watcher,2,5,8a,8d,15h,1f,10,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_WATCHER,SPRITE_WATCHER,SOUND_SELECT1_WATCHER,SOUND_MOVE_WATCHER,SOUND_ATTACK_WATCHER,lotr
72,Javelin Cavalry Orcs,0,3,4a,3d,10h,1f,3,MP,ICON_UNIT_JAVELIN_CAVALRY_ORCS,SPRITE_JAVELIN_CAVALRY_ORCS,SOUND_SELECT1_JAVELIN_CAVALRY_ORCS,SOUND_MOVE_JAVELIN_CAVALRY_ORCS,SOUND_ATTACK_JAVELIN_CAVALRY_ORCS,lotr
