ADVANCE_ALCHEMY					"Alchemy"
UNIT_ELITE_HEAVY_CAVALRY			"Elite Heavy Cavalry"
DESCRIPTION_UNIT_ELITE_HEAVY_CAVALRY		"Elite Heavy Cavalry: a Super Magic unit."
UNIT_ELITE_CATAPULT				"Elite Catapult"
DESCRIPTION_UNIT_ELITE_CATAPULT			"Elite Catapult: a Super Magic unit."
UNIT_ELITE_CATAPHRACT				"Elite Cataphract"
DESCRIPTION_UNIT_ELITE_CATAPHRACT		"Elite Cataphract: a Super Magic unit."
UNIT_ELITE_BELFROI				"Elite Belfroi"
DESCRIPTION_UNIT_ELITE_BELFROI			"Elite Belfroi: a Super Magic unit."
UNIT_ELITE_TREBUCHET				"Elite Trebuchet"
DESCRIPTION_UNIT_ELITE_TREBUCHET		"Elite Trebuchet: a Super Magic unit."
UNIT_ELITE_KNIGHT				"Elite Knight"
DESCRIPTION_UNIT_ELITE_KNIGHT			"Elite Knight: a Super Magic unit."
UNIT_ELITE_PIKEMEN				"Elite Pikemen"
DESCRIPTION_UNIT_ELITE_PIKEMEN			"Elite Pikemen: a Super Magic unit."
UNIT_ELITE_CROSSBOWMAN				"Elite Crossbowman"
DESCRIPTION_UNIT_ELITE_CROSSBOWMAN		"Elite Crossbowman: a Super Magic unit."
UNIT_ELITE_PRAETORIANS				"Elite Praetorians"
DESCRIPTION_UNIT_ELITE_PRAETORIANS		"Elite Praetorians: a Super Magic unit."
UNIT_ELITE_ELEPHANT_WARRIOR			"Elite Elephant Warrior"
DESCRIPTION_UNIT_ELITE_ELEPHANT_WARRIOR		"Elite Elephant Warrior: a Super Magic unit."
UNIT_ELITE_JANISSARY				"Elite Janissary"
DESCRIPTION_UNIT_ELITE_JANISSARY		"Elite Janissary: a Super Magic unit."
UNIT_ELITE_TEUTONIC_KNIGHT			"Elite Teutonic Knight"
DESCRIPTION_UNIT_ELITE_TEUTONIC_KNIGHT		"Elite Teutonic Knight: a Super Magic unit."
UNIT_ELITE_HEPTIREME				"Elite Heptireme"
DESCRIPTION_UNIT_ELITE_HEPTIREME		"Elite Heptireme: a Super Magic unit."
UNIT_ELITE_DROMON				"Elite Dromon"
DESCRIPTION_UNIT_ELITE_DROMON			"Elite Dromon: a Super Magic unit."
UNIT_ELITE_HYPASPISTS				"Elite Hypaspists"
DESCRIPTION_UNIT_ELITE_HYPASPISTS		"Elite Hypaspists: a Super Magic unit."
UNIT_ELITE_PEZHETEROI				"Elite Pezheteroi"
DESCRIPTION_UNIT_ELITE_PEZHETEROI		"Elite Pezheteroi: a Super Magic unit."
UNIT_ELITE_FEUDAL_INFANTRY			"Elite Feudal Infantry"
DESCRIPTION_UNIT_ELITE_FEUDAL_INFANTRY		"Elite Feudal Infantry: a Super Magic unit."
UNIT_ELITE_LONGBOW				"Elite Longbow"
DESCRIPTION_UNIT_ELITE_LONGBOW			"Elite Longbow: a Super Magic unit."
UNIT_ELITE_FEUDAL_CAVALRY			"Elite Feudal Cavalry"
DESCRIPTION_UNIT_ELITE_FEUDAL_CAVALRY		"Elite Feudal Cavalry: a Super Magic unit."
UNIT_ELITE_MEDIEVAL_INFANTRY			"Elite Medieval Infantry"
DESCRIPTION_UNIT_ELITE_MEDIEVAL_INFANTRY	"Elite Medieval Infantry: a Super Magic unit."
UNIT_ELITE_KNIGHT_TEMPLAR			"Elite Knight Templar"
DESCRIPTION_UNIT_ELITE_KNIGHT_TEMPLAR		"Elite Knight Templar: a Super Magic unit."
UNIT_ELITE_EAGLE_ARCHER				"Elite Eagle Archer"
DESCRIPTION_UNIT_ELITE_EAGLE_ARCHER		"Elite Eagle Archer: a Super Magic unit."
UNIT_ELITE_EAGLE_WARRIOR			"Elite Eagle Warrior"
DESCRIPTION_UNIT_ELITE_EAGLE_WARRIOR		"Elite Eagle Warrior: a Super Magic unit."
UNIT_ELITE_MAMELUKE				"Elite Mameluke"
DESCRIPTION_UNIT_ELITE_MAMELUKE			"Elite Mameluke: a Super Magic unit."
UNIT_ELITE_SAPHIA				"Elite Saphia"
DESCRIPTION_UNIT_ELITE_SAPHIA			"Elite Saphia: a Super Magic unit."
UNIT_ELITE_SAMURAI				"Elite Samurai"
DESCRIPTION_UNIT_ELITE_SAMURAI			"Elite Samurai: a Super Magic unit."
UNIT_ELITE_ONAGER				"Elite Onager"
DESCRIPTION_UNIT_ELITE_ONAGER			"Elite Onager: a Super Magic unit."
UNIT_ELITE_CAVALRY				"Elite Cavalry"
DESCRIPTION_UNIT_ELITE_CAVALRY			"Elite Cavalry: a Super Magic unit."
UNIT_ELITE_INFANTRYMAN				"Elite Infantryman"
DESCRIPTION_UNIT_ELITE_INFANTRYMAN		"Elite Infantryman: a Super Magic unit."
UNIT_ELITE_MECHANISED_INFANTRY			"Elite Mechanised Infantry"
DESCRIPTION_UNIT_ELITE_MECHANISED_INFANTRY	"Elite Mechanised Infantry: a Super Magic unit."
UNIT_COLUMN_BUILDER				"Column Builder"
DESCRIPTION_UNIT_COLUMN_BUILDER			"Column Builder: a Super Magic unit."
UNIT_ARCH_BUILDER				"Arch Builder"
DESCRIPTION_UNIT_ARCH_BUILDER			"Arch Builder: a Super Magic unit."
UNIT_FORTRESS_BUILDER				"Fortress Builder"
DESCRIPTION_UNIT_FORTRESS_BUILDER		"Fortress Builder: a Super Magic unit."
UNIT_SCIENCE_BUILDER				"Science Builder"
DESCRIPTION_UNIT_SCIENCE_BUILDER		"Science Builder: a Super Magic unit."
UNIT_PEACE_BUILDER				"Peace Builder"
DESCRIPTION_UNIT_PEACE_BUILDER			"Peace Builder: a Super Magic unit."
UNIT_ASSAULT					"Assault"
DESCRIPTION_UNIT_ASSAULT			"Assault: a Super Magic unit."
UNIT_FISHING_FLEET				"Fishing Fleet"
DESCRIPTION_UNIT_FISHING_FLEET			"Fishing Fleet: a Super Magic unit."
UNIT_OCEAN_FISHING_FLEET			"Ocean Fishing Fleet"
DESCRIPTION_UNIT_OCEAN_FISHING_FLEET		"Ocean Fishing Fleet: a Super Magic unit."
UNIT_FIRE_TRIREME				"Fire Trireme"
DESCRIPTION_UNIT_FIRE_TRIREME			"Fire Trireme: a Super Magic unit."
UNIT_H_ANGMAR					"H Angmar"
DESCRIPTION_UNIT_H_ANGMAR			"H Angmar: a Super Magic unit."
UNIT_ANGMAR_H1					"Angmar H1"
DESCRIPTION_UNIT_ANGMAR_H1			"Angmar H1: a Super Magic unit."
UNIT_ANGMAR_H2					"Angmar H2"
DESCRIPTION_UNIT_ANGMAR_H2			"Angmar H2: a Super Magic unit."
UNIT_ANGMAR_H3					"Angmar H3"
DESCRIPTION_UNIT_ANGMAR_H3			"Angmar H3: a Super Magic unit."
UNIT_ANGMAR_H4					"Angmar H4"
DESCRIPTION_UNIT_ANGMAR_H4			"Angmar H4: a Super Magic unit."
UNIT_H_ARNOR					"H Arnor"
DESCRIPTION_UNIT_H_ARNOR			"H Arnor: a Super Magic unit."
UNIT_ARNOR_H1					"Arnor H1"
DESCRIPTION_UNIT_ARNOR_H1			"Arnor H1: a Super Magic unit."
UNIT_ARNOR_H2					"Arnor H2"
DESCRIPTION_UNIT_ARNOR_H2			"Arnor H2: a Super Magic unit."
UNIT_ARNOR_H3					"Arnor H3"
DESCRIPTION_UNIT_ARNOR_H3			"Arnor H3: a Super Magic unit."
UNIT_ARNOR_H4					"Arnor H4"
DESCRIPTION_UNIT_ARNOR_H4			"Arnor H4: a Super Magic unit."
UNIT_H_DWARVES					"H Dwarves"
DESCRIPTION_UNIT_H_DWARVES			"H Dwarves: a Super Magic unit."
UNIT_DWARVES_H1					"Dwarves H1"
DESCRIPTION_UNIT_DWARVES_H1			"Dwarves H1: a Super Magic unit."
UNIT_DWARVES_H2					"Dwarves H2"
DESCRIPTION_UNIT_DWARVES_H2			"Dwarves H2: a Super Magic unit."
UNIT_DWARVES_H3					"Dwarves H3"
DESCRIPTION_UNIT_DWARVES_H3			"Dwarves H3: a Super Magic unit."
UNIT_DWARVES_H4					"Dwarves H4"
DESCRIPTION_UNIT_DWARVES_H4			"Dwarves H4: a Super Magic unit."
UNIT_H_EASTERLING				"H Easterling"
DESCRIPTION_UNIT_H_EASTERLING			"H Easterling: a Super Magic unit."
UNIT_EASTERLING_H1				"Easterling H1"
DESCRIPTION_UNIT_EASTERLING_H1			"Easterling H1: a Super Magic unit."
UNIT_EASTERLING_H2				"Easterling H2"
DESCRIPTION_UNIT_EASTERLING_H2			"Easterling H2: a Super Magic unit."
UNIT_EASTERLING_H3				"Easterling H3"
DESCRIPTION_UNIT_EASTERLING_H3			"Easterling H3: a Super Magic unit."
UNIT_H_GONDOR					"H Gondor"
DESCRIPTION_UNIT_H_GONDOR			"H Gondor: a Super Magic unit."
UNIT_GONDOR_H1					"Gondor H1"
DESCRIPTION_UNIT_GONDOR_H1			"Gondor H1: a Super Magic unit."
UNIT_GONDOR_H2					"Gondor H2"
DESCRIPTION_UNIT_GONDOR_H2			"Gondor H2: a Super Magic unit."
UNIT_GONDOR_H3					"Gondor H3"
DESCRIPTION_UNIT_GONDOR_H3			"Gondor H3: a Super Magic unit."
UNIT_GONDOR_H4					"Gondor H4"
DESCRIPTION_UNIT_GONDOR_H4			"Gondor H4: a Super Magic unit."
UNIT_GONDOR_H5					"Gondor H5"
DESCRIPTION_UNIT_GONDOR_H5			"Gondor H5: a Super Magic unit."
UNIT_GONDOR_H6					"Gondor H6"
DESCRIPTION_UNIT_GONDOR_H6			"Gondor H6: a Super Magic unit."
UNIT_H_HARADRIM					"H Haradrim"
DESCRIPTION_UNIT_H_HARADRIM			"H Haradrim: a Super Magic unit."
UNIT_HARADRIM_H1				"Haradrim H1"
DESCRIPTION_UNIT_HARADRIM_H1			"Haradrim H1: a Super Magic unit."
UNIT_HARADRIM_H2				"Haradrim H2"
DESCRIPTION_UNIT_HARADRIM_H2			"Haradrim H2: a Super Magic unit."
UNIT_HARADRIM_H3				"Haradrim H3"
DESCRIPTION_UNIT_HARADRIM_H3			"Haradrim H3: a Super Magic unit."
UNIT_H_HOBBITS					"H Hobbits"
DESCRIPTION_UNIT_H_HOBBITS			"H Hobbits: a Super Magic unit."
UNIT_HOBBITS_H1					"Hobbits H1"
DESCRIPTION_UNIT_HOBBITS_H1			"Hobbits H1: a Super Magic unit."
UNIT_HOBBITS_H2					"Hobbits H2"
DESCRIPTION_UNIT_HOBBITS_H2			"Hobbits H2: a Super Magic unit."
UNIT_HOBBITS_H3					"Hobbits H3"
DESCRIPTION_UNIT_HOBBITS_H3			"Hobbits H3: a Super Magic unit."
UNIT_H_ISENGARD					"H Isengard"
DESCRIPTION_UNIT_H_ISENGARD			"H Isengard: a Super Magic unit."
UNIT_H_MORDOR					"H Mordor"
DESCRIPTION_UNIT_H_MORDOR			"H Mordor: a Super Magic unit."
UNIT_MORDOR_H1					"Mordor H1"
DESCRIPTION_UNIT_MORDOR_H1			"Mordor H1: a Super Magic unit."
UNIT_MORDOR_H2					"Mordor H2"
DESCRIPTION_UNIT_MORDOR_H2			"Mordor H2: a Super Magic unit."
UNIT_MORDOR_H3					"Mordor H3"
DESCRIPTION_UNIT_MORDOR_H3			"Mordor H3: a Super Magic unit."
UNIT_MORDOR_H4					"Mordor H4"
DESCRIPTION_UNIT_MORDOR_H4			"Mordor H4: a Super Magic unit."
UNIT_MORDOR_H5					"Mordor H5"
DESCRIPTION_UNIT_MORDOR_H5			"Mordor H5: a Super Magic unit."
UNIT_MORDOR_H6					"Mordor H6"
DESCRIPTION_UNIT_MORDOR_H6			"Mordor H6: a Super Magic unit."
UNIT_MORDOR_H7					"Mordor H7"
DESCRIPTION_UNIT_MORDOR_H7			"Mordor H7: a Super Magic unit."
UNIT_H_NORTHMEN					"H Northmen"
DESCRIPTION_UNIT_H_NORTHMEN			"H Northmen: a Super Magic unit."
UNIT_H_ROHAN					"H Rohan"
DESCRIPTION_UNIT_H_ROHAN			"H Rohan: a Super Magic unit."
UNIT_ROHAN_H1					"Rohan H1"
DESCRIPTION_UNIT_ROHAN_H1			"Rohan H1: a Super Magic unit."
UNIT_ROHAN_H2					"Rohan H2"
DESCRIPTION_UNIT_ROHAN_H2			"Rohan H2: a Super Magic unit."
UNIT_ROHAN_H3					"Rohan H3"
DESCRIPTION_UNIT_ROHAN_H3			"Rohan H3: a Super Magic unit."
UNIT_ROHAN_H4					"Rohan H4"
DESCRIPTION_UNIT_ROHAN_H4			"Rohan H4: a Super Magic unit."
UNIT_ROHAN_H5					"Rohan H5"
DESCRIPTION_UNIT_ROHAN_H5			"Rohan H5: a Super Magic unit."
UNIT_H_SINDAR					"H Sindar"
DESCRIPTION_UNIT_H_SINDAR			"H Sindar: a Super Magic unit."
UNIT_SINDAR_H1					"Sindar H1"
DESCRIPTION_UNIT_SINDAR_H1			"Sindar H1: a Super Magic unit."
UNIT_SINDAR_H2					"Sindar H2"
DESCRIPTION_UNIT_SINDAR_H2			"Sindar H2: a Super Magic unit."
UNIT_SINDAR_H2A					"Sindar H2A"
DESCRIPTION_UNIT_SINDAR_H2A			"Sindar H2A: a Super Magic unit."
UNIT_SINDAR_H3					"Sindar H3"
DESCRIPTION_UNIT_SINDAR_H3			"Sindar H3: a Super Magic unit."
UNIT_SINDAR_H4					"Sindar H4"
DESCRIPTION_UNIT_SINDAR_H4			"Sindar H4: a Super Magic unit."
UNIT_PALANTIR_I					"Palantir I"
DESCRIPTION_UNIT_PALANTIR_I			"Palantir I: a Super Magic unit."
UNIT_PALANTIR_II				"Palantir Ii"
DESCRIPTION_UNIT_PALANTIR_II			"Palantir Ii: a Super Magic unit."
UNIT_PALANTIR_III				"Palantir Iii"
DESCRIPTION_UNIT_PALANTIR_III			"Palantir Iii: a Super Magic unit."
UNIT_PALANTIR_IV				"Palantir Iv"
DESCRIPTION_UNIT_PALANTIR_IV			"Palantir Iv: a Super Magic unit."
UNIT_GANDALF_I					"Gandalf I"
DESCRIPTION_UNIT_GANDALF_I			"Gandalf I: a Super Magic unit."
UNIT_GANDALF_II					"Gandalf Ii"
DESCRIPTION_UNIT_GANDALF_II			"Gandalf Ii: a Super Magic unit."
UNIT_BALROG					"Balrog"
DESCRIPTION_UNIT_BALROG				"Balrog: a Super Magic unit."
UNIT_SMAUG					"Smaug"
DESCRIPTION_UNIT_SMAUG				"Smaug: a Super Magic unit."
UNIT_STORM					"Storm"
DESCRIPTION_UNIT_STORM				"Storm: a Super Magic unit."
UNIT_FUMES					"Fumes"
DESCRIPTION_UNIT_FUMES				"Fumes: a Super Magic unit."
UNIT_WATCHER					"Watcher"
DESCRIPTION_UNIT_WATCHER			"Watcher: a Super Magic unit."
UNIT_JAVELIN_CAVALRY_ORCS			"Javelin Cavalry Orcs"
DESCRIPTION_UNIT_JAVELIN_CAVALRY_ORCS		"Javelin Cavalry Orcs: a Super Magic unit."
UNIT_JAVELIN_CAVALRY_ROHAN			"Javelin Cavalry Rohan"
DESCRIPTION_UNIT_JAVELIN_CAVALRY_ROHAN		"Javelin Cavalry Rohan: a Super Magic unit."
UNIT_CHARIOT_EASTERLING				"Chariot Easterling"
DESCRIPTION_UNIT_CHARIOT_EASTERLING		"Chariot Easterling: a Super Magic unit."
UNIT_MOUNTED_ARCHER_ROHAN			"Mounted Archer Rohan"
DESCRIPTION_UNIT_MOUNTED_ARCHER_ROHAN		"Mounted Archer Rohan: a Super Magic unit."
UNIT_MOUNTED_ARCHER_ELVES			"Mounted Archer Elves"
DESCRIPTION_UNIT_MOUNTED_ARCHER_ELVES		"Mounted Archer Elves: a Super Magic unit."
UNIT_HORSEMAN_ELVES				"Horseman Elves"
DESCRIPTION_UNIT_HORSEMAN_ELVES			"Horseman Elves: a Super Magic unit."
UNIT_HORSEMAN_ROHAN				"Horseman Rohan"
DESCRIPTION_UNIT_HORSEMAN_ROHAN			"Horseman Rohan: a Super Magic unit."
UNIT_MURMAKIL					"Murmakil"
DESCRIPTION_UNIT_MURMAKIL			"Murmakil: a Super Magic unit."
UNIT_SPEARMAN_ELITE				"Spearman Elite"
DESCRIPTION_UNIT_SPEARMAN_ELITE			"Spearman Elite: a Super Magic unit."
UNIT_SPEARMAN_ORCS				"Spearman Orcs"
DESCRIPTION_UNIT_SPEARMAN_ORCS			"Spearman Orcs: a Super Magic unit."
UNIT_WARRIOR_ELITE				"Warrior Elite"
DESCRIPTION_UNIT_WARRIOR_ELITE			"Warrior Elite: a Super Magic unit."
UNIT_WARRIOR_ORCS				"Warrior Orcs"
DESCRIPTION_UNIT_WARRIOR_ORCS			"Warrior Orcs: a Super Magic unit."
UNIT_HOPLITE_ELITE				"Hoplite Elite"
DESCRIPTION_UNIT_HOPLITE_ELITE			"Hoplite Elite: a Super Magic unit."
UNIT_HOPLITE_ORCS				"Hoplite Orcs"
DESCRIPTION_UNIT_HOPLITE_ORCS			"Hoplite Orcs: a Super Magic unit."
UNIT_HYPASPISTS_ELITE				"Hypaspists Elite"
DESCRIPTION_UNIT_HYPASPISTS_ELITE		"Hypaspists Elite: a Super Magic unit."
UNIT_HYPASPISTS_ORCS				"Hypaspists Orcs"
DESCRIPTION_UNIT_HYPASPISTS_ORCS		"Hypaspists Orcs: a Super Magic unit."
UNIT_LEGION_ELITE				"Legion Elite"
DESCRIPTION_UNIT_LEGION_ELITE			"Legion Elite: a Super Magic unit."
UNIT_LEGION_ISENGARD				"Legion Isengard"
DESCRIPTION_UNIT_LEGION_ISENGARD		"Legion Isengard: a Super Magic unit."
UNIT_LEGION_ORCS				"Legion Orcs"
DESCRIPTION_UNIT_LEGION_ORCS			"Legion Orcs: a Super Magic unit."
UNIT_LEGION_DWARVES				"Legion Dwarves"
DESCRIPTION_UNIT_LEGION_DWARVES			"Legion Dwarves: a Super Magic unit."
UNIT_MAN_AT_ARMS_ELITE				"Man At Arms Elite"
DESCRIPTION_UNIT_MAN_AT_ARMS_ELITE		"Man At Arms Elite: a Super Magic unit."
UNIT_MAN_AT_ARMS_ORCS				"Man At Arms Orcs"
DESCRIPTION_UNIT_MAN_AT_ARMS_ORCS		"Man At Arms Orcs: a Super Magic unit."
UNIT_PIKEMEN_ELITE				"Pikemen Elite"
DESCRIPTION_UNIT_PIKEMEN_ELITE			"Pikemen Elite: a Super Magic unit."
UNIT_PIKEMEN_ORCS				"Pikemen Orcs"
DESCRIPTION_UNIT_PIKEMEN_ORCS			"Pikemen Orcs: a Super Magic unit."
UNIT_SLINGER_ORCS				"Slinger Orcs"
DESCRIPTION_UNIT_SLINGER_ORCS			"Slinger Orcs: a Super Magic unit."
UNIT_SLINGER_ELVES				"Slinger Elves"
DESCRIPTION_UNIT_SLINGER_ELVES			"Slinger Elves: a Super Magic unit."
UNIT_ARCHER_ORCS				"Archer Orcs"
DESCRIPTION_UNIT_ARCHER_ORCS			"Archer Orcs: a Super Magic unit."
UNIT_ARCHER_ELVES				"Archer Elves"
DESCRIPTION_UNIT_ARCHER_ELVES			"Archer Elves: a Super Magic unit."
UNIT_COMPOSITE_ARCHER_ORCS			"Composite Archer Orcs"
DESCRIPTION_UNIT_COMPOSITE_ARCHER_ORCS		"Composite Archer Orcs: a Super Magic unit."
UNIT_COMPOSITE_ARCHER_ELVES			"Composite Archer Elves"
DESCRIPTION_UNIT_COMPOSITE_ARCHER_ELVES		"Composite Archer Elves: a Super Magic unit."
UNIT_CROSSBOWMAN_ELVES				"Crossbowman Elves"
DESCRIPTION_UNIT_CROSSBOWMAN_ELVES		"Crossbowman Elves: a Super Magic unit."
UNIT_BIREME_HARADRIM				"Bireme Haradrim"
DESCRIPTION_UNIT_BIREME_HARADRIM		"Bireme Haradrim: a Super Magic unit."
UNIT_PLUNDER					"Plunder"
DESCRIPTION_UNIT_PLUNDER			"Plunder: a Super Magic unit."
UNIT_PLUNDER_II					"Plunder Ii"
DESCRIPTION_UNIT_PLUNDER_II			"Plunder Ii: a Super Magic unit."
UNIT_CATAMARAN					"Catamaran"
DESCRIPTION_UNIT_CATAMARAN			"Catamaran: a Super Magic unit."
UNIT_CITY					"City"
DESCRIPTION_UNIT_CITY				"The center of your civilization."
UNIT_ABOLITIONIST_SUMMARY			"Summary of Abolitionist."
UNIT_ADVANCED_WARRIOR_SUMMARY			"Summary of Advanced Warrior."
UNIT_AIRSHIP_SUMMARY				"Summary of Airship."
UNIT_AIR_ELEMENTAL_SUMMARY			"Summary of Air Elemental."
UNIT_ALEXANDER_THE_GREAT_SUMMARY		"Summary of Alexander the Great."
UNIT_ALORRA_SUMMARY				"Summary of Alorra."
UNIT_ALP_ARSLAN_SUMMARY				"Summary of Alp Arslan."
UNIT_AMBASSADOR_SUMMARY				"Summary of Ambassador."
UNIT_ANGMAR_H1_SUMMARY				"Summary of Angmar H1."
UNIT_ANGMAR_H2_SUMMARY				"Summary of Angmar H2."
UNIT_ANGMAR_H3_SUMMARY				"Summary of Angmar H3."
UNIT_ANGMAR_H4_SUMMARY				"Summary of Angmar H4."
UNIT_ARCHANGEL_SUMMARY				"Summary of Archangel."
UNIT_ARCHER_SUMMARY				"Summary of Archer."
UNIT_ARCHERS_SUMMARY				"Summary of Archers."
UNIT_ARCHER_ELVES_SUMMARY			"Summary of Archer Elves."
UNIT_ARCHER_ORCS_SUMMARY			"Summary of Archer Orcs."
UNIT_ARCH_BUILDER_SUMMARY			"Summary of Arch Builder."
UNIT_ARIEL_SUMMARY				"Summary of Ariel."
UNIT_ARMAGEDDON_FIRE_BLAST_SUMMARY		"Summary of Armageddon Fire Blast."
UNIT_ARNOR_H1_SUMMARY				"Summary of Arnor H1."
UNIT_ARNOR_H2_SUMMARY				"Summary of Arnor H2."
UNIT_ARNOR_H3_SUMMARY				"Summary of Arnor H3."
UNIT_ARNOR_H4_SUMMARY				"Summary of Arnor H4."
UNIT_ARQUEBUSIER_SUMMARY			"Summary of Arquebusier."
UNIT_ASCARIS_SUMMARY				"Summary of Ascaris."
UNIT_ASSASSIN_SUMMARY				"Summary of Assassin."
UNIT_ASSAULT_SUMMARY				"Summary of Assault."
UNIT_ATTILA_SUMMARY				"Summary of Attila."
UNIT_AT_GUN_SUMMARY				"Summary of At Gun."
UNIT_AUXILLIARY_LEGION_SUMMARY			"Summary of Auxilliary Legion."
UNIT_BABA_YAGA_SUMMARY				"Summary of Baba Yaga."
UNIT_BALLISTA_SUMMARY				"Summary of Ballista."
UNIT_BALROG_SUMMARY				"Summary of Balrog."
UNIT_BARBAROSSA_SUMMARY				"Summary of Barbarossa."
UNIT_BARON_SUMMARY				"Summary of Baron."
UNIT_BARROW_WIGHTS_SUMMARY			"Summary of Barrow Wights."
UNIT_BEHEMOTH_SUMMARY				"Summary of Behemoth."
UNIT_BELFROI_SUMMARY				"Summary of Belfroi."
UNIT_BELISARIUS_SUMMARY				"Summary of Belisarius."
UNIT_BERSERKERS_SUMMARY				"Summary of Berserkers."
UNIT_BERZERKER_SUMMARY				"Summary of Berzerker."
UNIT_BIREME_SUMMARY				"Summary of Bireme."
UNIT_BIREME_HARADRIM_SUMMARY			"Summary of Bireme Haradrim."
UNIT_BLACK_DRAGON_SUMMARY			"Summary of Black Dragon."
UNIT_BOAR_SUMMARY				"Summary of Boar."
UNIT_BOAT_SUMMARY				"Summary of Boat."
UNIT_BOHEMUND_SUMMARY				"Summary of Bohemund."
UNIT_BOMBARD_SUMMARY				"Summary of Bombard."
UNIT_BONE_DRAGON_SUMMARY			"Summary of Bone Dragon."
UNIT_BRIGADIER_SUMMARY				"Summary of Brigadier."
UNIT_CAESAR_SUMMARY				"Summary of Caesar."
UNIT_CAMEL_SUMMARY				"Summary of Camel."
UNIT_CARAVAN_SUMMARY				"Summary of Caravan."
UNIT_CARAVEL_SUMMARY				"Summary of Caravel."
UNIT_CARRACK_SUMMARY				"Summary of Carrack."
UNIT_CATAMARAN_SUMMARY				"Summary of Catamaran."
UNIT_CATAPHRACT_SUMMARY				"Summary of Cataphract."
UNIT_CATAPULT_SUMMARY				"Summary of Catapult."
UNIT_CAVALRY_SUMMARY				"Summary of Cavalry."
UNIT_CENTAUR_SUMMARY				"Summary of Centaur."
UNIT_CENTAURS_SUMMARY				"Summary of Centaurs."
UNIT_CHANGELING_SUMMARY				"Summary of Changeling."
UNIT_CHARIOT_SUMMARY				"Summary of Chariot."
UNIT_CHARIOT_ARCHER_SUMMARY			"Summary of Chariot Archer."
UNIT_CHARIOT_EASTERLING_SUMMARY			"Summary of Chariot Easterling."
UNIT_CHARLEMAGNE_SUMMARY			"Summary of Charlemagne."
UNIT_CHARLEMANGE_SUMMARY			"Summary of Charlemange."
UNIT_CHARLES_MARTEL_SUMMARY			"Summary of Charles Martel."
UNIT_CLERIC_SUMMARY				"Summary of Cleric."
UNIT_CLUB_WARRIOR_SUMMARY			"Summary of Club Warrior."
UNIT_COCKATRICE_SUMMARY				"Summary of Cockatrice."
UNIT_COG_SUMMARY				"Summary of Cog."
UNIT_COLONEL_SUMMARY				"Summary of Colonel."
UNIT_COLUMN_BUILDER_SUMMARY			"Summary of Column Builder."
UNIT_COMPOSITE_ARCHER_SUMMARY			"Summary of Composite Archer."
UNIT_COMPOSITE_ARCHER_ELVES_SUMMARY		"Summary of Composite Archer Elves."
UNIT_COMPOSITE_ARCHER_ORCS_SUMMARY		"Summary of Composite Archer Orcs."
UNIT_CONSCRIPT_LEGION_SUMMARY			"Summary of Conscript Legion."
UNIT_CONSCRIPT_SWORDSMAN_SUMMARY		"Summary of Conscript Swordsman."
UNIT_CORACLE_SUMMARY				"Summary of Coracle."
UNIT_CRAG_WOLVES_SUMMARY			"Summary of Crag Wolves."
UNIT_CRAWLER_SUMMARY				"Summary of Crawler."
UNIT_CROSSBOWMAN_SUMMARY			"Summary of Crossbowman."
UNIT_CROSSBOWMAN_ELVES_SUMMARY			"Summary of Crossbowman Elves."
UNIT_CRUSADER_SUMMARY				"Summary of Crusader."
UNIT_CRUSADERS_SUMMARY				"Summary of Crusaders."
UNIT_CYCLOPS_SUMMARY				"Summary of Cyclops."
UNIT_DAVEY_CROCKET_SUMMARY			"Summary of Davey Crocket."
UNIT_DAVID_SUMMARY				"Summary of David."
UNIT_DAVOUT_SUMMARY				"Summary of Davout."
UNIT_DEMON_SUMMARY				"Summary of Demon."
UNIT_DE_LA_VALETTE_SUMMARY			"Summary of De La Valette."
UNIT_DINOSAUR_SUMMARY				"Summary of Dinosaur."
UNIT_DIPLOMAT_SUMMARY				"Summary of Diplomat."
UNIT_DRAGON_SUMMARY				"Summary of Dragon."
UNIT_DRAGON_BOAT_SUMMARY			"Summary of Dragon Boat."
UNIT_DROMON_SUMMARY				"Summary of Dromon."
UNIT_DRUID_SUMMARY				"Summary of Druid."
UNIT_DWARF_SUMMARY				"Summary of Dwarf."
UNIT_DWARVES_SUMMARY				"Summary of Dwarves."
UNIT_DWARVES_H1_SUMMARY				"Summary of Dwarves H1."
UNIT_DWARVES_H2_SUMMARY				"Summary of Dwarves H2."
UNIT_DWARVES_H3_SUMMARY				"Summary of Dwarves H3."
UNIT_DWARVES_H4_SUMMARY				"Summary of Dwarves H4."
UNIT_EAGLEMEN_SUMMARY				"Summary of Eaglemen."
UNIT_EAGLE_ARCHER_SUMMARY			"Summary of Eagle Archer."
UNIT_EAGLE_WARRIOR_SUMMARY			"Summary of Eagle Warrior."
UNIT_EARLY_GALLEY_SUMMARY			"Summary of Early Galley."
UNIT_EARTHFIRE_ELEMENTALS_SUMMARY		"Summary of Earth/Fire Elementals."
UNIT_EASTERLING_H1_SUMMARY			"Summary of Easterling H1."
UNIT_EASTERLING_H2_SUMMARY			"Summary of Easterling H2."
UNIT_EASTERLING_H3_SUMMARY			"Summary of Easterling H3."
UNIT_EFREET_SUMMARY				"Summary of Efreet."
UNIT_ELEPHANT_WARRIOR_SUMMARY			"Summary of Elephant Warrior."
UNIT_ELF_SUMMARY				"Summary of Elf."
